"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords",
500000,"AT17","small_airport","Novolazarevskaya Station",-70.776762,11.822356,335,"AN","RU","","","no","",,"",,"https://en.wikipedia.org/wiki/Novolazarevskaya_Station",
500001,"WFR","small_airport","Wolf's Fang Runway",-71.52,8.80,100,"AN","NO","","","no","",,"",,"https://en.wikipedia.org/wiki/Wolfs_Fang_Runway",
